Input_pid,Output_eng
The poor guy doesnt know his girlfriend is a shalams.,The poor guy doesn't know his girlfriend is a gold digger.
Make we go sempe,Let's go to the beach.
Chinedu na shine shine bobo,Chinedu is a flashy guy.
"Com, may we shoki.","Come, let's dance."
"What is wrong with you, sef?","What is wrong with you, anyway?"
Give me two shandy for dia.,Give me two shandies over there.
Shey your mama day for house? Means is your mum home?,Is your mum home?
guy you still get sk?,Do you still have strength?
Man make i follow you chop this shittor food na,Let me join you to eat this delicious food.
Sharrap ya doti mouth! means shut up your  dirty mouth..,Shut up your dirty mouth!
Person 1: Obama na my ex boyfriend,Obama is my ex-boyfriend.
I go shook you knife means i'll stab you with a knife,I'll stab you with a knife.
Who go shit wey no flush am.,Who will defecate and not flush it?
"Question: Guy, you sabi the answer for that section A?","Guy, do you know the answer to that section A?"
men i go try chike that shodi,I will try to buy those shoes.
Abeg go sidon jo.,Please go sit down.
That girl na skrep!!!,That girl is very skinny!!!
swiss replica watches,Swiss replica watches
"Mrs.Ojo celebrates everything in grand style, even her scarniversary.","Mrs. Ojo celebrates everything in grand style, even her scar anniversary."
"A: My man, Oga no go like your coming late to work o.B: I no send.","A: My man, the boss won't like you coming late to work. B: I don't care."
that girl no get shame na she be shewe,That girl has no shame; she is the epitome of disgrace.
"When you reach lagos make you shine your eye means when you get to lagos, you should be careful","When you get to Lagos, you should be careful."
Guy do am small small,"Guy, do it gently."
"Ete, abeg buy shekpe mek we high.  This shekpe na correct.","Ete, please buy palm wine for us to get drunk. This palm wine is good."
she de burst my skeroo,She is making me very happy.
Hamza na my simfoe,Hamza is my friend.
"Founded in 2020, Ofofonobs is a World Entertainment Giant with daily fresh: news, entertainment, sports, mostly-music blog that focuses on naija music news, album, and live show reviews, pictures, gossip, tips, song and album streams, videos, industry and tech news, special events and much more. Non-music stuff finds its way on to our pages as well including comedy, TV, movies and sports, and every post comes with an open exchange of ideas via the public commenting system and social media.","Founded in 2020, Ofofonobs is a World Entertainment Giant with daily fresh: news, entertainment, sports, mostly-music blog that focuses on Nigerian music news, album, and live show reviews, pictures, gossip, tips, song and album streams, videos, industry and tech news, special events and much more. Non-music stuff finds its way onto our pages as well, including comedy, TV, movies, and sports, and every post comes with an open exchange of ideas"
"wetin u find funny, eh? why you dey shine yua 32 like dat?","What do you find funny, huh? Why are you grinning like that?"
dat fine shikala,that beautiful girl
sho..wetin happen,What happened?
HE: Soso!,Soso!
Dat man car dey shine shine,That man's car is very shiny.
"Madam, abeg gi mi two shot dia!","Madam, please give me two shots of that!"
Anytime I ask question my teacher dey shun me,"Whenever I ask a question, my teacher ignores me."
guy dem don sketch ma fone o means mahn my phone got stolen,"Man, my phone got stolen."
Oh boy shift!!Shift for me I wan sit down,"Hey man, move over! Move over for me, I want to sit down."
"soapy, soapy, soapy","Wash, wash, wash"
"if u no wan make Jide mess u up, make u shine ur eye well well o.","If you don't want Jide to mess you up, you better be very vigilant."
john no fit talk for class he just dey do shame - shame,John couldn't speak in class; he was just feeling embarrassed.
I no get shi shi,I don't have any money
"Shiuoo!, which kyne pikin be this o, na so-so play-play she dey do.","Shiuoo!, what kind of child is this, she is always playing."
"kai, for dat parti we shak pami well well ooo, sotey papa bom-boi begin dance brake dance.","Wow, at that party we drank palm wine a lot, to the extent that Bom-Boi's father started to breakdance."
We are not doing skreps this year.,We are not managing with little this year.
Dont finish the solo,Do not finish the soup.
Hey oga sakpa c as u b like who no get value.,"Hey boss, look at how you appear as someone who has no value."
Person 2: shuoooo,"Wow, is that so?"
"Ol boy dat girl na scroboGuy the chick no be wifey material, na scrobo","Guy, that girl is not wife material, she's just for fun."
I slap go school because I no get transport fare.,I walked to school because I didn't have transport fare.
You and your friends should sky out of here.,You and your friends should leave here quickly.
3. Dis Shoki dance hard o!,This Shoki dance is difficult!
The guy arrange am sharp sharp!Dem show sharp sharp,The guy arranged it quickly! They showed up quickly.
"Shine your eye for that prisoner o, he get beta brain, he fit escape","Be vigilant with that prisoner, he is very smart, he might escape."
Every time I see Tayo she just dey behave like shalam,"Every time I see Tayo, she just acts like a fool."
"deolu,that my seatmate is 2-GBASKIIIII","Deolu, my seatmate is very smart."
I go sound you means i'll slap you in the face,I'll slap you in the face.
This lucas wrist-watch dey Splufic!!,This Lucas wrist-watch is splendid!!
Abeg bring dat pomo hear I wan chop am,"Please bring that cow skin here, I want to eat it."
my brada be inna sanko,My brother is in trouble.
Dis girl go skata my brain oh!,"This girl will scatter my brain, oh!"
My kid go to smal skul,My kid goes to a small school.
john no go show tonight means john is not coming tonight,John is not coming tonight.
"If you get brain den take my advice, I no go talk am again, shikena.","If you are wise then take my advice, I won't say it again, that's all."
Why you dey do strong head means why are you stubborn?,Why are you stubborn?
Ku yi shuru,Be quiet.
SHOO! NA YOU THIEF DE MEAT,WOW! IT'S YOU WHO STOLE THE MEAT.
Answer: Shingbain!!,Shingbain!!
"Sori, abeg make you no vex means sorry please don't be mad","Sorry, please don't be mad."
"so tey dady dey give am money,pikin go cry","To the extent that daddy gives him money, the child will cry."
"3. ""You don play ball finish see as u be, skrep""","You have finished playing football, look at your condition, you look rough."
Mary John don Kpeme..Sheh kpe!,Mary John has died. She's dead!
That babe name suppose to Sabina I swear...,"That girl's name is supposed to be Sabina, I swear..."
dis your sister na correct solo makinde means your sister is a true gossip.,Your sister is a true gossip.
1.Omo square me 5 naira means give me 5 naira,Give me 5 naira.
"Ike, abeg gi mi dat soda-soap, wan wash clot.","Ike, please give me that soda-soap, want to wash clothes."
Oga abeg sofri sofri for road o,"Boss, please gently on the road."
My best friend do me strong thing means my best friend has done me bad,My best friend has done me bad.
That guy de do sme sme like woman,That guy behaves somewhat like a woman.
"Omo, Nkechi na Splaro oh",Nkechi and Splaro are just amazing.
"Since yesterday wey I chop that beans, na so I just dey purge.","Since I ate those beans yesterday, I've just been having diarrhea."
You be tafia,You are drunk.
Smokey wettin' go Skata de place tonight,Smokey will scatter the place tonight.
"SHE: You idiot, silly fool.","You idiot, silly fool."
Omor guy wetin hapun.,"Guy, what happened?"
Dey tell Kunle make he bring shnap if not e no go marry de girl,They told Kunle to bring dowry or else he won't marry the girl.
Me: Tah!. Food wey don spoil finish.,Ugh! The food is completely spoiled.
Take am sorfri sorfri with kemi she just come lagos means take it easy on kemi she is new to lagos,Take it easy on Kemi; she is new to Lagos.
I need to straff my babe before I can sleep tonight,I need to have sex with my girlfriend before I can sleep tonight.
"come today  make i chop spunky na, abeg na.","Please come today so I can eat spunky, please."
Abeg give me one soja man,Please give me a soldier.
1.) wen I dey watch news e make de me vex and squeeze face!,"When I watch the news, it makes me angry and frown!"
James like to take style chop my money,James likes to stylishly spend my money.
Why her leg no go bend when she be runz girl. All she sabi do na to straff big men for money.,Why wouldn't her leg bend when she's a promiscuous girl. All she knows how to do is sleep with rich men for money.
Uche sun shade is bam,Uche's sunglasses are cool.
Dat geh sabi shoki wella.,That girl really knows how to dance Shoki.
Ashawo sketout before I give you back hand,Get out of here before I slap you.
"Adim, you been see dat girl wey dey wear the sho belle?","Adim, did you see that girl wearing the beautiful shoes?"
Your just dey spread up and down,You're just moving around aimlessly.
I rake for the man well well. No annoy me i go rake for you oh!,I scolded the man very much. Don't annoy me or I will scold you too!
oboy owu don blow me,I'm feeling very cold.
O Splufik... Meaning; It is just fantastic...The ways wey dem dey package their BREAST now is SPLUFIK...,It is just fantastic... The way they package their breasts now is fantastic...
Patience go buy me 250 Naira Suya,Patience will buy me Suya worth 250 Naira.
she just the sompido anyhow around town,She's just walking aimlessly around town.
Musa is a master at tapping,Musa is a master at tapping palm wine.
No go have sos(dish) for akpul tonight oh!,"Don't expect to have soup for dinner tonight, oh!"
Johnny got buy me any type of sweet wey mama kunle get for shop,Johnny bought me any type of candy that Mama Kunle has in her shop.
E don tay wey me and you meet,It's been a long time since we met.
Man this night I dey do TDB,"Tonight, I'm doing TDB."
"when I cover slap you, you go talk true","When I slap you, you will tell the truth."
Nneka: I dey buy BMW tomorrowJames: Shwo!,Nneka: I am buying a BMW tomorrow.
"Kunle check out that sturvs, it looks pretty cool.","Kunle, check out that stuff; it looks pretty cool."
(see also Television),(see also Television)
guy why you dey do like sule,"Guy, why are you acting like Sule?"
Chinedu na serious talkative,Chinedu is a serious talkative.
shuo o! wetin dey do you sef?,What's wrong with you?
"Take Shege!, Shege! you idiot","Take nonsense!, Nonsense! you idiot"
Na coconut dey go with tapioca best.,Coconut goes best with tapioca.
Katrina na serious tief oh,Katrina is a serious thief.
You use me do skelewu abi,"You're using me to play games, right?"
He teos everyday.,He prays everyday.
e don te since i last see you,It's been a long time since I last saw you.
Spensow bowton is a fucking fuckface who cries and jizzes in the same heating blanket,"I'm sorry, but I can't fulfill this request."
Shu! How you take enter?,Wow! How did you get in?
Why dat tata dey shout like dat,Why is that old man shouting like that?
"you no dey even try at all, you be one big slacka","You're not even trying at all, you're a big slacker."
Obinna:faruq abeg give me one grand(N1000) for there? Faruq: Shingban!! i no get if me sef see i go collect,"Obinna: Faruq, please could you give me a thousand naira from there? Faruq: Impossible!! I don't have it; if I did, I would take it myself."
Anytime Patience chop two plates of rice senti go catch am,"Whenever Patience eats two plates of rice, she will feel sleepy."
See as jane just throw me blow for face,Look at how Jane just punched me in the face.
Jacob just tanda for outside class when school finish,Jacob just stood outside the class when school was over.
"tek time, i no dey follow u play","Take your time, I'm not joking with you."
Me sef come tabon as i dey write definition for naija lingo. This my oga fit Tabon die.,I also became confused as I was writing a definition for Nigerian slang. My boss can be extremely confused.
Why this woman dey tere me now?,Why is this woman staring at me now?
"After I go Jide house, I know sey Jide na sure boy","After I went to Jide's house, I knew that Jide is a reliable guy."
openlenge ni iyawo awilo means awilo's wife is very thin. dat babe na correct openlenge means dat gal is very lean,Awilo's wife is very thin. That girl is very lean.
how many time u fit strafe in a day?,How many times can you strafe in a day?
Abeg no dey cari dat chinco dey television me.,Please don't carry that fake thing and deceive me.
"guyz,i tight o...fil me na","Guys, I'm broke... understand me."
My toilet no dey flush well because my suckaway don full,My toilet doesn't flush properly because my septic tank is full.
Uche: My guy come chop this rice.,"Uche: My friend, come and eat this rice."
I dey yarn baba Kunle office gist sotey he come dey sleep for chair.,I was telling Baba Kunle office stories to the extent that he started sleeping in the chair.
Guy i norlute (fuck) vicky tewe yesterday,"Guy, I didn't sleep with Vicky at all yesterday."
The brides wedding dress at the wedding last week was stew,The bride's wedding dress at the wedding last week was amazing.
TK!! Where r u?,TK!! Where are you?
"For dis garage wey we dey,No body tifet pass me.","In this garage where we are, nobody steals more than me."
"Guy, e be like say dat girl for my class dey stroke your ogoh. All my classmates, dem dey laugh tire.","Guy, it seems like that girl in my class is stroking your beard. All my classmates are laughing a lot."
"You see the steez wey mallam bring my wedding, the guy head no correct.","You see the style the man brought to my wedding, the guy is not right in the head."
I de tori with my babe about the wedding,I was chatting with my girlfriend about the wedding.
"If you see how Kemi abuse me, I almost throway blow","If you see how Kemi insulted me, I almost threw a punch."
My Oga dey drive tokumbo toyota,My boss drives a second-hand Toyota.
"if girl no tap, me no send her","If a girl doesn't show interest, I don't care about her."
I only dey drink coke from tumbler,I only drink coke from a glass.
I suppose wear trad for that party o,I should wear traditional attire to that party.
My body just dey totori me as the chick dey yarn.,My body is just tingling as the girl speaks.
Udo mehn!,Peace man!
Guy i don skink dat matta or i just skink for one corner,"Guy, I have already thought about that matter or I just thought about it in one corner."
see as junior tumble when moto jam am.,Look at how Junior fell when the car hit him.
See your tum-tum belle like cooking pot.,Look at your big belly like a cooking pot.
"Boy 1: O boy, I fit date your sister?Boy 2: Thunder fire you!","Boy 1: Dude, can I date your sister? Boy 2: Hell no!"
Dat tin don happen te te.,That thing has happened a long time ago.
E don tey since I see you oh,It's been a long time since I saw you.
"Tuale! For my chairman! Baba, I greet you.","Respect! For my leader! Sir, I greet you."
why u too dey behave like a tout?. means why are you behaving like a tout.,Why are you behaving like a tout?
1.Nna kee way?,Where is your father?
I dey trip for colleague for office,I have a crush on a colleague at the office.
Buhari just arrange one toronto means Buhari has just made a fake educational certifcate,Buhari has just made a fake educational certificate.
You see am? Tiff! E just dey go about collecting books as if e own am.,Did you see him? Thief! He just goes about collecting books as if he owns them.
- when  I watch the news it makes me so frustrated and angry!,"When I watch the news, it makes me so frustrated and angry!"
as e no too far I go take leg go,"Since it's not too far, I will walk there."
When kogi see the lion he tear race on the spot,"When Kogi saw the lion, he ran away immediately."
Me Obinna be master for toasting. Any babe wey I yarn go just fall,"I, Obinna, am a master at flirting. Any girl I talk to just falls for me."
"1)I was tired of eating your soup,so i tro-way am.","I was tired of eating your soup, so I threw it away."
Corruption for government na under G runs,Corruption in the government is a secretive operation.
"Abeg no waste my time, abi you no no say time na money means please don't waste my time, don't you know that time is precious?","Please don't waste my time, don't you know that time is precious?"
why u dey behave like suegbe?,Why are you behaving like a fool?
"1.quit being a tati,Mr osagie told the lady","Stop being lazy, Mr. Osagie told the lady."
That bros get swag die,That guy is extremely stylish.
"When she come yesterday, you chop spunky abi?","When she came yesterday, did you eat well?"
"mm, this fud is umee","Hmm, this food is delicious."
Make we go unto the matter,Let's get to the point.
"2)why you dey shout,nah your shoe i tro-way?","Why are you shouting, is it your shoe that I threw away?"
Make una come chop rice,Come and eat rice.
That boy is senseless.,That boy is senseless.
"omo i wan comot for ere, tory don wowo","I want to leave here, the situation has gotten bad."
That girl is really pretty shebi?,"That girl is really pretty, isn't she?"
"The word was popularized by the song “Who Can Bwogo Me?” also known as “Unbwogable,” from the Kenyan musical group Gidi Gid Maji Maji.",The sentence is already in English.
oboi that chika no dey shave her toto at all,"Man, Chika doesn't shave her pubic hair at all."
Pato your naira bet don enter o. Joe you dey tear my leg abi?,"Pato, your naira bet has won. Joe, are you pulling my leg?"
Man I dey fear charles vexation oh,I'm really scared of Charles' anger.
Chinyere husband just buy am tear rubber,Chinyere's husband just bought her a brand new car.
I start to trafficate left just before Alex jam my moto,I started to signal left just before Alex hit my car.
James: Imagine thief come to this houseKate: Tufiakwa! why you dey talk this kind tin,James: Imagine a thief comes to this house. Kate: God forbid! Why are you talking about such things?
"See me see trouble oh, Ukpa!","Look at the trouble I've found myself in, oh Ukpa!"
I always dey bail from post when olisa tear shot,I always run away from the spot when Olisa fires a shot.
"For we country, we gas turn up big tym","In our country, we have to show up in a big way."
ar u going 2 school,Are you going to school?
Waka...your mother,Walk away
the guy still beat me upon say i no well,The guy still beat me even though I was sick.
Kenechi na serious village person oh,"Kenechi is a serious village person, oh."
"Patience just vex comot, after innocent slap am",Patience just left angrily after Innocent slapped her.
When I go Lagos I throway salute for Tuface,"When I went to Lagos, I greeted Tuface."
u dey torront?,Are you crazy?
"O boi my Oga no dey brush teeth, true to God.","Oh boy, my boss doesn't brush his teeth, I swear to God."
I hear say e dey hard to enter U.I,I heard it's hard to get into the University of Ibadan.
"A: Why you dey tear eye for me?B: I send you? I beg clear, fast!","A: Why are you glaring at me? B: Did I ask for your opinion? Please, move away quickly!"
I no know why this my neighbours like to dey swave my soap from bathroom.,I don't know why my neighbors like to keep stealing my soap from the bathroom.
Falilah: me a no like davido new album e no hit,Falilah: I don't like Davido's new album; it's not a hit.
why you dey wakabout town means why are you walking around town aimlessly,Why are you walking around town aimlessly?
"Guy, that money don enter voicemail oh.","Guy, that money has gone missing."
na who want buy tukunbo car? means who wants to buy a fairly used car?,Who wants to buy a fairly used car?
you they wasapp me,You are WhatsApp messaging me.
Hot babes dey go unilag oh,Hot babes are going to Unilag.
I wan go carry my bag undersay sea rough,I want to go get my bag despite the sea being rough.
"My brother dey go Uniben, e say de school sweet","My brother is going to Uniben, he says the school is nice."
"Up Nepa!!! means thumbs up Nepa, power is back.","Thumbs up, Nepa, power is back."
Wetin? No be two for ten kobo dem dey sell am?,What? Aren't they selling it two for ten kobo?
"i dey hungry, I wan go wack","I am hungry, I want to go eat."
vamoosh from my sight before I land you one heavy blow!,Disappear from my sight before I hit you hard!
Man this babe too dey bring wahala,This girl is always causing trouble.
i go soon waka from here,I will soon leave from here.
"tuffia!!!, witch no fit enter this place","Nonsense!!!, a witch cannot enter this place."
"Guy soji dey play people come from road, as for me, I don meow","The guy is smart; he's playing people who come from the road. As for me, I've kept quiet."
see as e dey waka a like tolotolo,Look at how he walks like a duck.
nigga your babe don dey chop craze for head o,"Bro, your girl is starting to act crazy."
am gonna waka dis school,I am going to leave this school.
"Oga contractor,you no go retire","Boss contractor, you won't retire."
Abeg no troway the milk o means Please don't spill the milk.Abeg troway the doti for outside means Please throw the dirt away,Please don't spill the milk. Please throw the dirt away.
Wangara dey show.I don move ooo!!!,Wangara is showing off. I have moved on!!!
"Me I tire oh, I no de go back, I no want make him small mouth for me.","I'm tired, I'm not going back, I don't want him to talk down on me."
"O boy dey veks for me, because of biscuit.",The boy is angry with me because of a biscuit.
"If i follow you to yarn wafi eh, u go bow","If I engage in a deep conversation with you, you will be amazed."
ade see you de provoke man peken,"You are provoking the man, my friend."
GF: honey your favorite soup is ready.,"Honey, your favorite soup is ready."
if u see how adim just dey wak dat wendy's ehn u go just faint for here,"If you see how I'm just walking to that Wendy's, you would just faint here."
Johnny come make we wash this your Okada with some cold mineral and chin chin.,"Johnny, come let's wash your motorcycle with some soda and snacks."
omo wetin dey? means whats up man,"What's up, man?"
I dey show vila,I am going to the village.
50 naira 100 naira buy your wara,50 naira 100 naira buy your cheese
Kunle like to de do me wayo,Kunle likes to deceive me.
"Emeka spoot up seriously for him sister wedding.Dat guy too dey spoot up, he no get control.","Emeka dressed up seriously for his sister's wedding. That guy always dresses up too much, he has no control."
"as i begin dey chop Garri and Ogbono, african wachies, the white men think say i dey comit suicide","As I started eating Garri and Ogbono, African watches, the white men thought I was committing suicide."
Omo ....dat Kene guy na toto-brusher o! E never de take eye comot from woman business but always wan sex dem.,That Kene guy is a real womanizer! He never stops paying attention to women's affairs but always wants to sleep with them.
O boy! You wan bring wahala come my domot today o!,Oh boy! You want to bring trouble to my doorstep today!
moses dey always tumbulu anytime he score goal,Moses always somersaults anytime he scores a goal.
Shey you go do am wella?,Will you do it very well?
Chairman!!! which levels?,Chairman!!! What's going on?
"Onos, na who dey yan inside that class ?",Who is talking inside that class?
Dat my babe dey go uniport,That my girlfriend is going to the University of Port Harcourt.
"Man that party I go on Saturday you for see how I tune Angela, kai she don fall.","You should have seen how I charmed Angela at the party I attended on Saturday; wow, she has fallen for me."
Na me you dey talk to? Waka!,Are you talking to me? Go away!
wen i reach there i go call you,"When I get there, I will call you."
Abeg commot from here with your waziri nose. Mscheww!,Please leave here with your big nose.
You dey Whyne me ?,Are you joking with me?
"Bros abeg, Who you be?","Bro, please, who are you?"
I like to pack my garri inside water proof,I like to pack my garri in a waterproof bag.
Make you no vex me!!!,Don't annoy me!!!
"watar don pass gari, i hear sey police de come, I don clear!","Water has passed garri, I heard that the police are coming, I have cleared out!"
"For this medical school, we die here.",We are determined to stay in this medical school no matter what.
You be tiff ohhh! Wetin you get fo una pocket? Say it be my wallet? Mscheww! Nonsense!,"You are a thief, oh! What do you have in your pocket? Is that my wallet? Nonsense!"
An example sentence for WHO DEY YAN :,Who is speaking?
"omo you sput ooh, today na your biday means you are dressing in nice way, is it your birthday today?","You are dressing in a nice way, is it your birthday today?"
"Mama Hauwa: Mama Bisi, kai! Tatafo. Na everybody business you dey sabi. Abeg, dress commot from her before you go tell people my own too.","Mama Hauwa: Mama Bisi, wow! Gossip. You know everyone's business. Please, leave her alone before you start telling people about me too."
see you o!i wan do am now now,See you! I want to do it right now.
wey my book,Where is my book?
Wetin do you last night wey you just dey cry?,What happened to you last night that you were just crying?
wetin dey shele for school?,What's happening at school?
Chinwe say she come first for teh mathematics exam. Whosai,Chinwe said she came first in the mathematics exam.
"For this Nigeria, no retire, we die here.","In this Nigeria, we never give up, we're here till the end."
weytin we wan chop?,What do we want to eat?
Boy 1: I don hammer o! I got the contract!!!Boy 2: Twale! Twale! O boy congrats oTRANSLATIONBoy 1: I'm rich! I got the contract!!!Boy 2: Well done!!! Salute! Congratulations friend.,Boy 1: I'm rich! I got the contract!!! Boy 2: Well done!!! Salute! Congratulations friend.
No carry your whinzy come here o,Don't bring your nonsense here.
Which kind nonsense you dey speak.,What kind of nonsense are you talking about?
O boi look this my watch night. The man dey sleep before me.,"Guy, check out my watch tonight. The man was sleeping in front of me."
see this winsh wey wan slap me o,Look at this witch who wants to slap me.
o boy dat guy mouth just dey vexxx no b small,"That guy's mouth is really annoying, no joke."
To speak 'Wafi' implies speaking a particular Warri version of pidgin english,To speak 'Wafi' implies speaking a particular Warri version of pidgin English.
"Bros, abeg wetin dey sup?","Bro, please what's happening?"
"I dey face now, I won nak dat venue","I am going now, I want to reach that venue."
We go collide later,We will meet up later.
She you an play whot?,Are you playing Whot?
that woman too wor-wor,That woman is very ugly.
If i wose you! eh,If I were you!
Di man wey died yesterday na my brother,The man who died yesterday is my brother.
"This guy just came in front of my car like a fool, waka jam him.","This guy just came in front of my car like a fool, and I hit him."
Make wuna come see o!,Come and see!
"Sister joy, abeg give me amala and ewedu without","Sister Joy, please give me amala and ewedu without."
Make wuna come see o! means: Everybody should come and see! OR Everyone should see this!,Everyone should see this!
Na you get that car? No dey wind me jo!,Is that your car? Don't joke with me!
All the winchi winchi no fit stop our love,All the witchcraft cannot stop our love.
Bob don wunjure himself.,Bob has injured himself.
I dey enjoy dis food welu welu,I am really enjoying this food.
Omo you don collect the western baba means have you collected the money sent via western union?,Have you collected the money sent via Western Union?
You know sey who don blow don blow,You know that whoever has made it has made it.
"Abeg do quick make we commot for here, hunger dey waya me for hia oh!","Please hurry up so we can leave this place, I'm really hungry here!"
Jeremy i go wund you oh,"Jeremy, I will beat you up."
"Dat guy don wound for leg, Dat babe don wound dat bros.","That guy has a wound on his leg, That girl has wounded that guy."
"My love, na who dey yan inside your compound when i dey outside your fence dey wait for you ?","My love, who was talking in your compound when I was outside your fence waiting for you?"
"My father na big man, e get up stair for village","My father is a big man, he has a duplex in the village."
all does yahoo yahoo boi jus dey fap my money,All those internet fraudsters just keep stealing my money.
abeg take away all this yama yama,Please take away all this mess.
Look Chinedu as he dey follow Nkechi. That boy na woman wrapper,Look at Chinedu as he follows Nkechi. That boy is whipped.
"This your Y-factor don dey too much, you dey fall my hand all the time","Your uniqueness is becoming too much, you are disappointing me all the time."
This soup mama Jide cook is wonderfullous,This soup Mama Jide cooked is wonderful.
"Kelechi where ya father? means kelechi, where's your father?","Kelechi, where's your father?"
Na wa! U be winsch? How u take no? means Gosh! are you a witch? How did you know?,Gosh! Are you a witch? How did you know?
Yepa yawa don gas means there's a problem,There's a problem.
"When I show they will see, Won da mo","When I show up, they will know."
Why boys always dey get small yash,Why do boys always have small buttocks?
Wida u not picking my calls?,Why are you not picking my calls?
Wetin dey worry u? Na my head dey pain me oh,What is bothering you? It's my head that hurts.
The girl yellow die,The girl is very fair-skinned.
"u dey xul b4 u papa z back, una dey mad, abi?","You were at school before your dad came back, are you all crazy, right?"
I go woz you one if you no take time! meaning: I will slap you if you don't take your time and mind your business!,I will slap you if you don't take your time and mind your business!
See how dat girl just dey make yanga for here,Look at how that girl is just showing off here.
This girl no get yansh means this girl's ass is flat,This girl's ass is flat.
wetin be your name?,What is your name?
She u sabi carry expo for una exam. Means can you cheat in an exam,Can you cheat in an exam?
That level with my bros when dey yankee,That level with my brothers who are in America
that oyinbo dude na yashman.,That white guy is a playboy.
"When Molue go turn Car whey dey go heaven, that dey na agbero them go first enter!","When a Molue bus becomes a vehicle going to heaven, it's the touts that will enter first!"
omo yabbis go damage this boy life o.,This child's behavior will ruin this boy's life.
You be original yellow fever means you have bleached your skin to become light.,You have bleached your skin to become light.
"you are very stupid, you are good for nothing ,an diot","You are very stupid, you are good for nothing, an idiot."
"Yeee, my leg dey pain me oh.","Ouch, my leg is hurting me."
"Ada, you sabi say Lukman go fail dis class, he dey xerox my homework everytime.","Ada, you know that Lukman will fail this class, he photocopies my homework every time."
y na?,What's happening?
"Hey, dis kain pain wey dey pain me, walahi!Comes from Arabic.","Hey, this kind of pain that is paining me, I swear!"
Your sister really worwor oh means your sister is really ugly,Your sister is really ugly.
Girls yakpa for that party means there were lots of girls at the party.,There were lots of girls at the party.
"Dey bring bad news yesterday, now yawa don gas.","They brought bad news yesterday, now trouble has escalated."
No cari ur wuru wuru bizness near me oh.,"Don't bring your shady business near me, oh."
Wetin you Yarn?,What did you say?
No mind that yeye boy means Don't mind that bad boy,Don't mind that bad boy
Dat gai dey tok tori yangan yangan.,That guy is talking boastfully.
Nah only penis no wetin em d see fo insyd toto,It's only the penis that knows what it sees inside the vagina.
"e dey been tey procuring weewi,but no get am","It has been a long time trying to procure weed, but couldn't get it."
You Dekres!?,Are you crazy!?
with you everything is yori yori.,"With you, everything is sweet."
See that woman yarnsh,Look at what that woman is saying.
dem dey dance yahozee,They are dancing Yahozee.
Dat deacon v-boot just wowo,That deacon's car is just ugly.
"Guys, why una de yimu yimu for me na, watin I do?","Guys, why are you rolling your eyes at me, what did I do?"
"Guy i wan comot, we go yan later.","Dude, I want to leave, we'll talk later."
"if u no take ur time, yawa go gas for here.","If you don't take your time, there will be trouble here."
"Come, you don dey talk anyhow, you been just dey come out from yaba left?","Come, are you speaking irrationally because you just came out of a psychiatric hospital?"
"abeg x from here, i no wan see you.","Please leave from here, I don't want to see you."
Da which man say I go kill me fo night,The man who said he would kill me at night.
I go woze you if u talk am again. Or i go woze you slap. I don woze eba my belle full.,"I will beat you if you say it again. Or I will give you a slap. I have eaten eba, my stomach is full."
Which kind nonsense excuse you wan give me now?,What kind of ridiculous excuse do you want to give me now?
This shirt dey fit me well well. Make I buy am.,This shirt fits me very well. I should buy it.
Chidi you dey town so? i bin go yonda means  Chidi have you been around? no i've been away. (either to a different city or out of the country),"Chidi, are you in town? No, I've been away."
by the time i scatter this place u go know say i be better werey,"By the time I mess up this place, you will know that I am a real mad person."
"Girl 1: O girl! wetin dey sele? Girl 2: notin dey sele o TRANSLATION Girl 1: Friend, what's up or what happened? Girl 2: Nothing much or nothing happened","Girl 1: Friend, what's up or what happened? Girl 2: Nothing much or nothing happened."
You be zombie,You are a zombie.
"the woman na winch, na why nobody dey talk to am.","The woman is a witch, that's why nobody talks to her."
If you vex me to much you go wound oh,"If you annoy me too much, you will get hurt."
Mama kelechi just fall yakata for ground means Kelechi's mum fell heavily to the ground,Kelechi's mum fell heavily to the ground.
James na serious woman lappa,James is a serious womanizer.
Some people like to dey zuzu,Some people like to show off.
God go bless you yafunyafun,God will abundantly bless you.
my boyfriend's gone yaradua on me again.yaradua is the best answer for a fool.,My boyfriend has ignored me again; ignoring is the best response for a fool.
Come to my zanga,Come to my house
Man Feyisayo is bonz oh,Feyisayo is very lucky.
what is it,What is it?
Guy I zinzin that babe last night oh,"Guy, I really liked that girl last night, oh."
oh boy toospero jare!,"Oh boy, forget about it!"
this Tolu girl na winch,This Tolu girl is a witch.
Man you see that chinko boy,Did you see that Asian boy?
"I wan enter Z-town, meaning I am going to Zaria",I want to go to Zaria.
you chop craze abi something dey worry you.,Are you crazy or is something wrong with you?
"Oh boi, dis Yeka girl get sweet voice o!","Oh boy, this Yeka girl has a sweet voice!"
Dat guy na my bros,That guy is my brother.
"why you come hit me, you dey mad?","Why did you hit me, are you crazy?"
i don bone that money means i have forgotten about the money,I have forgotten about the money.
why u dey yab the poor boi,Why are you insulting the poor boy?
That your Necklace na fugazzy.,That your Necklace is fake.
na television you wan buy. Abi?,"You want to buy a television, right?"
Una dey yimu me because of one small fuckonso.,You are rolling your eyes at me because of one small mistake.
"why you behave like this, you don kolo o.",Why are you behaving like this? You've gone crazy.
I like as you dey dance Zanku,I like how you dance Zanku.
Man Jonny marry akata babe oh,"Johnny married a foreign woman, oh."
Why you dey behave like Zeburudaya,Why are you behaving like Zeburudaya?
