Input_pid,Output_eng
Si dat guy ride.,"See that guy riding."""
If you take leg waka which time you go reach?,"f you start walking on foot, what time will you arrive?"
"2. Oga relass, na jus play play.","Boss, relax, it's just a joke."
"Out of all the different shoe wey dey market, na that kito sandal wey dey reign","ut of all the different shoes available in the market, it is that kito sandal that is reigning."
9ice - Party Rider,"""9ice - Party Rider"" translates to ""9ice - Party Rider"" in English."
Bob's wife don grab him remote control,Bob's wife has taken his remote control.
1. E remain small I for win that game,almost won that game.
"please bring my robb from cupboard, make i put am for leg.",Please bring my shoe from the cupboard so I can wear it on my foot.
1. Abeg rimuv that cap for your head,Please remove that cap from your head.
"Omo make we relate means man, lets talk or have a talk.","""Omo make we relate"" means ""Man, let's talk or have a conversation."""
Man I won go runz jessica but her mouth dey smell today,"I want to go out with Jessica, but her breath smells today."
"AIDS is real abeg, me I no dey carry roadside ashawo.","IDS is real, please, I do not engage with roadside prostitutes."
Na we dey run things for this town means we are in control of everything going on this town,"""We are the ones in charge in this town."""
"o'boy, i dey roll","Boy, I am having a good time."""
Why her leg no go bend when she be runz girl. All she sabi do na to straff big men for money.,hy wouldn't her leg bend when she is a prostitute. All she knows how to do is sleep with wealthy men for money.
"Mike na sabi sabi, before teacher ask question finish im go answer","Mike is very knowledgeable, he answers before the teacher finishes asking the question."
S.m zamani is a musical artist,.M Zamani is a musical artist.
She is her friend,"The translation of the sentence ""She is her friend"" to Igbo is ""Ọ dị nwoke nwaanyị"" and to Nigerian Pidgin is ""She be her friend""."
"na runs girl im go carry. Man, my runs don click","e will take a prostitute. Man, my business deal has been successful."
"make you go talk to am, na you sabi am.","Go and talk to him, you know him."
Nor am e... Na sabinus e be...,"I don't know either... It's just how it is..."""
That babe name suppose to Sabina I swear...,"That girl's name should be Sabina, I swear."
"(Sai!, I'm in trouble)","Sai!, I'm in trouble) English: ""Sai!, I'm in trouble"""
"Sai!, that Garri sweet die","ow!, that Garri is extremely delicious"
Hey oga sakpa c as u b like who no get value.,"Hey boss, calm down, why are you acting like someone without value."
"(Sai!, that Garri is so delicious)","ow!, that Garri is so delicious"
"Sai!, I don enter one chance","Sai!, I have entered a trap"""
replica watches,"There is no direct translation for ""replica watches"" in Igbo or Nigerian Pidgin."
An upcoming musical artist called SMB.,"The sentence ""An upcoming musical artist called SMB"" can be translated to Igbo as ""Onye akụkọ ihe nkiri nke dị iche iche gọrọ SMB"" and to Nigerian Pidgin as ""One musician wey dey come up wey dem dey call SMB""."
the guy don sakoro.,The guy has gone mad.
"Bring your money make we take eat, tomorrow we go use my own. Sam sam  means lets use your money to get some food to eat today and tomorrow we will use mine. Never!","Bring your money so we can eat, tomorrow we will use mine. ""Sam sam"" means let's use your money to get some food to eat today and tomorrow we will use mine. Never!"
"Don't mind him, he is a know it all.","on't pay attention to him, he thinks he knows everything."
my brada be inna sanko,My brother is in the market.
swiss replica watches,wiss replica watches
"we no fit learn for that class, the whole class na just sand-sand","We cannot learn in that class, the whole class is just a waste of time."
that science man fit solve our problems,hat scientist can solve our problems.
"chei,ma brand new ride don turn scrap","h no, my brand new car has turned into scrap."
"What is wrong with you, sef?","What is wrong with you, self?"
"Ol boy dat girl na scroboGuy the chick no be wifey material, na scrobo","hat girl is not wife material, she is a flirt."
kola dey enter sauthi tonite/kola is travelling to south africa tonite,ola dey enter sauthi tonite/kola is travelling to south africa tonite
Peace don go drink sapele water kpai,Peace has gone to drink Sapele water and die.
Wetin dey sele for dia?,What is happening there?
"Dem go sempe,",They will dance energetically.
"Mrs.Ojo celebrates everything in grand style, even her scarniversary.","Mrs. Ojo celebrates everything in a grand style, even her anniversary of the scar."
Bros thank you I don see ya hand o!,"Brother, thank you, I have seen your help!"
Nawa si mi trouble !!!,"Nawa si mi trouble !!!"" English: ""See the trouble I am facing!!!"""
see as you project just dey go senge menge,ee how your project is progressing haphazardly.
Anytime Patience chop two plates of rice senti go catch am,"Anytime Patience eats two plates of rice, hunger will catch up with her."
2) The girl na mumu sha.,he girl is really foolish.
"Men, u set oh! what's the occasion?","Men, you are looking good! What's the occasion?"""
Make we go sempe,Let's go have fun.
"A: My man, Oga no go like your coming late to work o.B: I no send.",": My man, Oga will not be happy with you coming late to work. B: I don't care."
"3) Sha sha, na so the guy just leave me there o.","Sha sha, that's how the guy just left me there."""
E b like sey I dey sick.,It seems like I am sick.
1) Make we just do am sha.,Let's just do it.
This thing dey shack my head.,his thing is confusing me.
john no fit talk for class he just dey do shame - shame,"John cannot speak in class, he just feels embarrassed."
Abeg u to dull.make u try sharp up.,Please don't be slow. Try to be quick.
"1. See dis boy, you just dey shakara","ee this boy, you are just showing off."
"kai, for dat parti we shak pami well well ooo, sotey papa bom-boi begin dance brake dance.","ow, at that party we spent a lot of money, to the extent that even the elderly man started breakdancing."
Every time I see Tayo she just dey behave like shalam,"Every time I see Tayo, she just behaves like a troublemaker."
Give me two shandy for dia.,Give me two bottles of shandy for them.
The poor guy doesnt know his girlfriend is a shalams.,he poor guy doesn't know that his girlfriend is unfaithful.
This girl you're Way too Slow! Make you shey Sham-Sham now.,"his girl, you are way too slow! Make sure you dance quickly now."
The guy chop the food sharply mhen!,"The guy ate the food quickly, man!"
Guy abeg shari that babe,"Please share that girl with me, guy."
"(At the market) Aboki, abeg how much u go sell the shaki naw? E don tey wey i dey stand for yur shade. Abi you no wan sell for me?OR(At a restaurant) Madam, serve us 3 plates of pepper soup. Abeg let the shaki plenty put o!","At the market) Aboki, please how much will you sell the shaki for? I have been waiting under your shade for a long time. Or don't you want to sell to me? OR (At a restaurant) Madam, please serve us 3 plates of pepper soup. Please make sure there is plenty of shaki in it!"
that girl na my shawry,hat girl is my girlfriend.
The guy arrange am sharp sharp!Dem show sharp sharp,he guy arranged it quickly! They showed it quickly.
Sharrap ya doti mouth! means shut up your  dirty mouth..,"""Sharrap ya doti mouth!"" means ""Shut up your dirty mouth!"" in English."
"Take Shege!, Shege! you idiot","""Take Shege!, Shege! you idiot"" translates to ""Go to hell!, Hell! you idiot"" in English."
I no get shi shi,I don't have any money.
Mary John don Kpeme..Sheh kpe!,Mary John has died..Is it true?
dat fine shikala,hat beautiful lady.
na u be my shima,You are my love.
that girl no get shame na she be shewe,"That girl has no shame, she is a shameless person."
Come see as dat shenkes dey kill guys,ome and see how those thugs are attacking guys.
Shey your mama day for house? Means is your mum home?,"Yes, that's correct. ""Shey your mama day for house?"" translates to ""Is your mum home?"" in English."
To have sex with a female partner,o have sex with a female partner Nigerian Pidgin: To knack woman
1. Dat man car dey shine shine,That man's car is shining.
I no get shingbai,I don't have anything.
"If you get brain den take my advice, I no go talk am again, shikena.","f you are wise enough to take my advice, I will not repeat it, that's it."
Oh boy shift!!Shift for me I wan sit down,"Oh boy, please move!! Move for me, I want to sit down"""
1. Chinedu na shine shine bobo,Chinedu is a well-dressed and stylish guy.
o boy I done shine that chic,"Oh boy, I have impressed that girl."""
"When you reach lagos make you shine your eye means when you get to lagos, you should be careful","""When you reach Lagos, make sure you are vigilant."""
Answer: Shingbain!!,nswer: It's a lie!!
"wetin u find funny, eh? why you dey shine yua 32 like dat?","What do you find funny, huh? Why are you showing off your teeth like that?"
"if u no wan make Jide mess u up, make u shine ur eye well well o.","If you don't want Jide to harm you, you better be very vigilant."
"Ete, abeg buy shekpe mek we high.  This shekpe na correct.","riend, please buy some alcohol so we can get high. This alcohol is good quality."
"Shine your eye for that prisoner o, he get beta brain, he fit escape","Be vigilant with that prisoner, he is smart and may escape."
Who go shit wey no flush am.,Who will defecate and not flush it.
"Mama you fit fry dis shinke for me. Kai, dis shinke sweet ooo.","Mama, can you fry this dried fish for me. Wow, this dried fish is delicious."""
See this girl shittor,ook at this girl's buttocks
That girl is really pretty shebi?,"hat girl is really pretty, isn't she?"
"Question: Guy, you sabi the answer for that section A?","uestion: Guy, do you know the answer for that section A?"
"deolu,that my seatmate is 2-GBASKIIIII","Deolu, that my seatmate is very funny/exciting."
"Adim, you been see dat girl wey dey wear the sho belle?","dim, have you seen that girl who wears the beautiful shoes?"
Man make i follow you chop this shittor food na,"Man, let me join you to eat this delicious food."
Dey tell Kunle make he bring shnap if not e no go marry de girl,"They told Kunle to bring a photograph, otherwise he will not marry the girl."
men i go try chike that shodi,I will try to approach that lady.
Obinna:faruq abeg give me one grand(N1000) for there? Faruq: Shingban!! i no get if me sef see i go collect,"Obinna: Faruq, please give me one thousand naira for there? Faruq: Shingban!! I don't have it, if I even see it, I will collect it."
3. Dis Shoki dance hard o!,This Shoki dance is difficult!
sho..wetin happen,"Sho..wetin happen"" = ""Hey..what happened?"""
"1. Com, may we shoki.",". Come, let's dance the shoki."
"Shiuoo!, which kyne pikin be this o, na so-so play-play she dey do.","ow!, what kind of child is this, she is always just playing around."
SHOO! NA YOU THIEF DE MEAT,"Hey! You are the one stealing the meat."""
2. Dat geh sabi shoki wella.,That girl knows how to dance the shoki very well.
Person 2: shuoooo,Person 2: Wow
Shu! How you take enter?,hu! How did you get in?
I go shook you knife means i'll stab you with a knife,"The sentence ""I go shook you knife"" means ""I will stab you with a knife"" in English."
Abeg go sidon jo.,Please go and sit down.
"Madam, abeg gi mi two shot dia!","Madam, please give me two shots there!"
Hamza na my simfoe,Hamza is my friend.
Nneka: I dey buy BMW tomorrowJames: Shwo!,Nneka: I am buying a BMW tomorrow James: Wow!
john no go show tonight means john is not coming tonight,"John no go show tonight"" means ""John is not coming tonight."""
shuo o! wetin dey do you sef?,"Wow! What's wrong with you?"""
Anytime I ask question my teacher dey shun me,"Whenever I ask a question, my teacher ignores me."
Person 1: Obama na my ex boyfriend,Person 1: Obama is my ex-boyfriend.
Ku yi shuru,tart now
1. Dis girl go skata my brain oh!,This girl will scatter my brain!
she de burst my skeroo,She is making me angry.
You use me do skelewu abi,"You are using me to do the skelewu dance, right?"""
You and your friends should sky out of here.,Please leave with your friends.
Ashawo sketout before I give you back hand,he prostitute ran away before I slapped her
guy you still get sk?,Do you still have some sk?
Guy i don skink dat matta or i just skink for one corner,"I have already thought about that matter or I am just thinking to myself in a corner."""
2. Smokey wettin' go Skata de place tonight,What is happening at Skata's place tonight?
guy dem don sketch ma fone o means mahn my phone got stolen,The guys have stolen my phone.
"1. ""That girl na skrep!!!""","""That girl is a troublemaker!!!"""
"2. ""We are not doing skreps this year.""","""We are not engaging in any shady activities this year."""
"3. ""You don play ball finish see as u be, skrep""","""You have finished playing football, see how you are, dirty."""
I slap go school because I no get transport fare.,I walked to school because I didn't have money for transportation.
"so tey dady dey give am money,pikin go cry","hen daddy keeps giving him money, the child will cry."
Guy do am small small,The guy is doing it little by little.
"soapy, soapy, soapy","lippery, slippery, slippery"
"you no dey even try at all, you be one big slacka","ou are not even making an effort at all, you are a big slacker."
Abeg give me one soja man,Please give me a soldier.
My kid go to smal skul,My child goes to a small school.
Oga abeg sofri sofri for road o,"Please drive slowly on the road, sir."
That guy de do sme sme like woman,hat guy behaves in a feminine manner.
dis your sister na correct solo makinde means your sister is a true gossip.,"Your sister is a true gossip."""
Dont finish the solo,Please do not finish the solo.
"Ike, abeg gi mi dat soda-soap, wan wash clot.","Ike, please give me that detergent, I want to wash clothes."
she just the sompido anyhow around town,She is just wandering aimlessly around town.
Take am sorfri sorfri with kemi she just come lagos means take it easy on kemi she is new to lagos,"Take it easy on Kemi, she just arrived in Lagos."
"Guy soji dey play people come from road, as for me, I don meow","The guy is pretending to be playing with people passing by on the road, as for me, I am just minding my business."
"SHE: You idiot, silly fool.","HE: You idiot, silly fool."
"Omo, Nkechi na Splaro oh","Friend, Nkechi and Splaro are here."""
No go have sos(dish) for akpul tonight oh!,Do not cook soup for dinner tonight!
This lucas wrist-watch dey Splufic!!,This Lucas wrist-watch is very stylish!!
"Sori, abeg make you no vex means sorry please don't be mad","orry, please don't be upset"
HE: Soso!,"E: Soso! Explanation: ""Soso"" is a common Igbo name."
I go sound you means i'll slap you in the face,"""I go sound you"" means ""I'll slap you in the face"""
Dotun thinks he is now an Abuja Big Boy because he only sprays one thousand naira notes.,Dotun believes he has become an Abuja Big Boy because he only sprays one thousand naira notes.
I dey yarn baba Kunle office gist sotey he come dey sleep for chair.,I was chatting with Baba Kunle about office gossip until he fell asleep on the chair.
Spensow bowton is a fucking fuckface who cries and jizzes in the same heating blanket,"I'm sorry, but I can't provide a translation for that sentence as it contains inappropriate language. If you have any other sentences you'd like me to translate, please feel free to ask."
"Emeka spoot up seriously for him sister wedding.Dat guy too dey spoot up, he no get control.","meka dressed up nicely for his sister's wedding. That guy dresses up too much, he has no control."
Your just dey spread up and down,ou are just spreading up and down.
"2. come today  make i chop spunky na, abeg na.","Come today so I can eat spunky, please."""
"1. When she come yesterday, you chop spunky abi?","When she came yesterday, did you eat spunky, right?"
O Splufik... Meaning; It is just fantastic...The ways wey dem dey package their BREAST now is SPLUFIK...,h Splufik... Meaning; It is just fantastic... The way they are packaging their BREAST now is Splufik...
"You see the steez wey mallam bring my wedding, the guy head no correct.","ou see the style that the mallam brought to my wedding, the guy's head was not right."
- when  I watch the news it makes me so frustrated and angry!,"hen I watch the news, it makes me feel frustrated and angry!"
I need to straff my babe before I can sleep tonight,need to make love to my girlfriend before I can sleep tonight
"omo you sput ooh, today na your biday means you are dressing in nice way, is it your birthday today?","Child, you look good today, is it your birthday?"""
The brides wedding dress at the wedding last week was stew,The bride's wedding dress at the wedding last week was stunning.
1.) wen I dey watch news e make de me vex and squeeze face!,"When I watch the news, it makes me angry and frown!"
1.Omo square me 5 naira means give me 5 naira,"""Omo square me 5 naira"" means ""Give me 5 naira"" in English."
"Guy, e be like say dat girl for my class dey stroke your ogoh. All my classmates, dem dey laugh tire.","uy, it seems like that girl in my class is flirting with you. All my classmates are laughing uncontrollably."
how many time u fit strafe in a day?,How many times can you exercise in a day?
"Kunle check out that sturvs, it looks pretty cool.","Kunle, check out that stuff, it looks pretty cool."
My toilet no dey flush well because my suckaway don full,My toilet is not flushing properly because my septic tank is full.
why u dey behave like suegbe?,Why are you behaving like a troublemaker?
Why you dey do strong head means why are you stubborn?,"""Why are you being stubborn?"""
1. Uche sun shade is bam,Uche's sunglasses are nice.
My best friend do me strong thing means my best friend has done me bad,"Nwa m nwere ike ina eme m"" means ""My child has the ability to do what I do"""
guy why you dey do like sule,"Guy, why are you behaving like Sule?"""
1. You be tafia,ou are stubborn.
Me: Tah!. Food wey don spoil finish.,e: Wow! The food has completely gone bad.
Patience go buy me 250 Naira Suya,Patience will buy me 250 Naira worth of Suya.
That bros get swag die,hat guy has an incredible sense of style.
"1. when I cover slap you, you go talk true","When I slap you, you will tell the truth."
Uche: My guy come chop this rice.,"Uche: My friend, come and eat this rice."
I no know why this my neighbours like to dey swave my soap from bathroom.,I don't know why my neighbors like to take my soap from the bathroom.
"After I go Jide house, I know sey Jide na sure boy","After I went to Jide's house, I realized that Jide is a confident guy."
Johnny got buy me any type of sweet wey mama kunle get for shop,Johnny bought me any type of candy that Mama Kunle has in her shop.
Chinedu na serious talkative,Chinedu is a serious talkative.
as e no too far I go take leg go,"ince it's not too far, I will go on foot."
Me sef come tabon as i dey write definition for naija lingo. This my oga fit Tabon die.,I also came across Tabon as I was writing the definition for Nigerian slang. My boss is very good at Tabon.
1. James like to take style chop my money,James likes to stylishly spend my money.
1. Musa is a master at tapping,Musa is very skilled at tapping.
Why dat tata dey shout like dat,Why is that man shouting like that?
"1.quit being a tati,Mr osagie told the lady","""Stop being stubborn,"" Mr. Osagie told the lady."
Jacob just tanda for outside class when school finish,Jacob was just standing outside the classroom when school finished.
"Mama Bisi: Ehen, you see that woman? Hmmmmm! Her husband don run leave so oh.",Mama Bisi: You see that woman? Hmmmmm! Her husband has run away and left her.
e don te since i last see you,It has been a long time since I last saw you.
Na coconut dey go with tapioca best.,Coconut goes best with tapioca.
"if girl no tap, me no send her","f a girl doesn't show interest, I won't bother with her."
E don tay wey me and you meet,It has been a long time since you and I met.
Dat tin don happen te te.,That thing has happened a long time ago.
When kogi see the lion he tear race on the spot,"When Kogi saw the lion, he ran away immediately."
1. Man this night I dey do TDB,". Man this night I dey do TDB English: Man, tonight I am doing TDB. (Note: TDB is not a standard abbreviation, so the meaning may vary depending on the context.)"
1. I always dey bail from post when olisa tear shot,always dodge when Olisa shoots.
"tek time, i no dey follow u play","Take your time, I am not playing with you."
"Mama Hauwa: Mama Bisi, kai! Tatafo. Na everybody business you dey sabi. Abeg, dress commot from her before you go tell people my own too.","Mama Hauwa: Mama Bisi, stop! Gossip. You know everyone's business. Please, stop talking about her before you go tell people mine too."
He teos everyday.,He cries everyday.
Abeg no dey cari dat chinco dey television me.,Please don't carry that Chinese man to deceive me on the television.
"A: Why you dey tear eye for me?B: I send you? I beg clear, fast!",": Why are you crying for me? B: Did I send you? Please stop, quickly!"
Chinyere husband just buy am tear rubber,Chinyere's husband just bought her a brand new car.
Guy i norlute (fuck) vicky tewe yesterday,I did not have sex with Vicky yesterday.
(see also Television),bia ka televishion)
Why this woman dey tere me now?,Why is this woman bothering me now?
See as jane just throw me blow for face,"See how Jane just hit me in the face."""
Pato your naira bet don enter o. Joe you dey tear my leg abi?,"Pato, your bet with naira has been successful. Joe, are you trying to deceive me?"""
1. Katrina na serious tief oh,atrina is a serious thief.
E don tey since I see you oh,It has been a long time since I last saw you.
"For dis garage wey we dey,No body tifet pass me.","n this garage where we are, nobody steals more than me."
"Boy 1: O boy, I fit date your sister?Boy 2: Thunder fire you!","Boy 1: Hey, can I date your sister? Boy 2: May thunder strike you!"
1. When I go Lagos I throway salute for Tuface,"When I go to Lagos, I salute Tuface."
"If you see how Kemi abuse me, I almost throway blow","f you see how Kemi insulted me, I almost lost my temper"
1. My Oga dey drive tokumbo toyota,My boss is driving a second-hand Toyota.
"Me I tire oh, I no de go back, I no want make him small mouth for me.","I am tired, I am not going back, I don't want him to talk down on me."
"you're such a too know, you always want to be noticed","ou are too conceited, you always want to be noticed."
TK!! Where r u?,TK!! Where are you?
1. You see am? Tiff! E just dey go about collecting books as if e own am.,. Can you see it? Thief! He just goes about collecting books as if he owns them.
see as e dey waka a like tolotolo,See how he walks gracefully like a peacock.
"guyz,i tight o...fil me na","Guys, I am broke...please help me."""
2. You be tiff ohhh! Wetin you get fo una pocket? Say it be my wallet? Mscheww! Nonsense!,ou are a thief! What do you have in your pocket? Are you saying it's my wallet? Hmph! Nonsense!
na who want buy tukunbo car? means who wants to buy a fairly used car?,"""Na who want buy tukunbo car?"" translates to ""Who wants to buy a fairly used car?"" in English."
"Abeg no waste my time, abi you no no say time na money means please don't waste my time, don't you know that time is precious?","Please do not waste my time, don't you know that time is money?"
Tofia! Ebola no go eva catch me,ofia! Ebola will never catch me.
1. Me Obinna be master for toasting. Any babe wey I yarn go just fall,". I am Obinna, a master in flirting. Any girl I talk to will just fall for me."
I de tori with my babe about the wedding,I am discussing with my girlfriend about the wedding.
Buhari just arrange one toronto means Buhari has just made a fake educational certifcate,Buhari has just arranged a fake Toronto certificate.
u dey torront?,Are you angry?
oh boy toospero jare!,"h boy, take it easy!"
"omo i wan comot for ere, tory don wowo","I want to leave this place, the story has become boring."""
1. Omo ....dat Kene guy na toto-brusher o! E never de take eye comot from woman business but always wan sex dem.,hat Kene guy is a womanizer! He never takes his eyes off women but always wants to have sex with them.
I dey trip for colleague for office,I have a crush on a colleague at the office.
I start to trafficate left just before Alex jam my moto,started to signal left just before Alex hit my motorcycle.
Kai if you see thomas toto the thing long oh,"ow, if you see Thomas' car, it is really long."
My body just dey totori me as the chick dey yarn.,My body is feeling good as the girl is talking.
oboi that chika no dey shave her toto at all,"Wow, that girl Chika never shaves her pubic area at all."""
I suppose wear trad for that party o,I plan to wear traditional attire to that party.
"1)I was tired of eating your soup,so i tro-way am.","I was tired of eating your soup, so I threw it away."
why u too dey behave like a tout?. means why are you behaving like a tout.,"The sentence ""why u too dey behave like a tout?"" translates to ""Why are you behaving like a tout?"" in English."
Abeg no troway the milk o means Please don't spill the milk.Abeg troway the doti for outside means Please throw the dirt away,Please don't spill the milk. Please throw the dirt outside.
"2)why you dey shout,nah your shoe i tro-way?","Why are you shouting, did I throw away your shoe?"
"tuffia!!!, witch no fit enter this place","""tuffia!!!, witch no fit enter this place"" translates to ""Go away!!!, a witch cannot enter this place"""
See your tum-tum belle like cooking pot.,ook at your big belly like a cooking pot.
I only dey drink coke from tumbler,I only drink coke from a tumbler.
"O boi my Oga no dey brush teeth, true to God.","Oh boy, my boss does not brush his teeth, I swear to God."
"Tuale! For my chairman! Baba, I greet you.","uale! For my chairman! Baba, I greet you."
see as junior tumble when moto jam am.,ee how the junior fell when a car hit him.
"Guy, that Wikid car tush well well.","uy, that car is really impressive."
To Greet: I tro way salut o...Show emotions: as di man jus dey look me bad naim i jus tro way mai faceTo Disagree:as di man dey talk im own na so i dey tro way mai own talk too,"o Greet: I just greeted him... Show emotions: as the man was looking at me angrily, I just turned my face away. To Disagree: as the man was stating his own opinion, I also expressed my own opinion."
James: Imagine thief come to this houseKate: Tufiakwa! why you dey talk this kind tin,James: Imagine a thief coming to this house Kate: God forbid! Why are you saying such a thing
"For we country, we gas turn up big tym","n our country, we must turn up big time."
"Man that party I go on Saturday you for see how I tune Angela, kai she don fall.","Man, at the party I attended on Saturday, you should have seen how I was flirting with Angela, she fell for me."""
moses dey always tumbulu anytime he score goal,Moses always celebrates whenever he scores a goal.
Oboy! tumba that shot and score that goal.Omo as john near the post na so e tumba one kind heavy shot come score the goal,"ow! He took the shot and scored the goal. As John approached the goal post, he took a powerful shot and scored the goal."
Boy 1: I don hammer o! I got the contract!!!Boy 2: Twale! Twale! O boy congrats oTRANSLATIONBoy 1: I'm rich! I got the contract!!!Boy 2: Well done!!! Salute! Congratulations friend.,"na, biko hapum aka, m na-eso m isi.TRANSLATION: Brother, please help me, I have a headache."
Wetin? No be two for ten kobo dem dey sell am?,hat? Aren't they selling it for two for ten kobo?
Bayo: u chop witch? wettin dey worry you,Bayo: Did you eat witch? What is wrong with you?
ar u going 2 school,Are you going to school?
1.Nna kee way?,"Father, are you there?"
"Oga contractor,you no go retire","Boss contractor, you will not retire."
1. I hear say e dey hard to enter U.I,. I hear say it is difficult to gain admission into the University of Ibadan.
That boy is senseless.,hat boy is senseless. Nigerian Pidgin: Di boy no get sense.
"I foo for you,dat why u too dey jollof my hearth,she you get thank you.","care for you, that's why you always make my heart happy, do you understand?"
"See me see trouble oh, Ukpa!","See me, see trouble, Ukpa!"
"mm, this fud is umee","m, this food is delicious"
"u dey xul b4 u papa z back, una dey mad, abi?","ou are in school before your father is back, are you all crazy?"
Udo mehn!,"eace, man!"
Nna kee nke neme?,What is happening?
Corruption for government na under G runs,Corruption in the government is an open secret.
1. Make una come chop rice,Please come and eat rice.
Make we go unto the matter,Let's get to the point.
I wan go carry my bag undersay sea rough,I want to go and retrieve my bag that fell into the rough sea.
1. Hot babes dey go unilag oh,ot girls are going to the University of Lagos.
"oya now, vamoose!","oya now, vamoose!"" English: ""Come on now, leave!"""
"1. My brother dey go Uniben, e say de school sweet",". My brother is going to Uniben, he says the school is nice."
1. Dat my babe dey go uniport,That my girlfriend is going to the University of Port Harcourt.
"The word was popularized by the song “Who Can Bwogo Me?” also known as “Unbwogable,” from the Kenyan musical group Gidi Gid Maji Maji.","he word became popular through the song ""Who Can Bwogo Me?"" also known as ""Unbwogable,"" by the Kenyan musical group Gidi Gid Maji Maji."
the guy still beat me upon say i no well,The guy still beat me even though I was not feeling well.
"Up Nepa!!! means thumbs up Nepa, power is back.","""Up Nepa!!!"" means thumbs up to Nepa, power has been restored."
"1. O boy dey veks for me, because of biscuit.",The boy is angry with me because of a biscuit.
"1. My father na big man, e get up stair for village",". My father is a prominent figure, he has a house with an upstairs in the village."
vamoosh from my sight before I land you one heavy blow!,isappear from my sight before I give you a heavy blow!
"1. I dey face now, I won nak dat venue",". I am on my way now, I want to go to that venue."
"1. Patience just vex comot, after innocent slap am","atience got angry suddenly, after receiving an innocent slap"
1. Man I dey fear charles vexation oh,am afraid of Charles' anger.
Make you no vex me!!!,Don't make me angry!!!
o boy dat guy mouth just dey vexxx no b small,"h boy, that guy's mouth is really annoying, it's not a small thing."
ade see you de provoke man peken,"Ade, I see you are provoking the man's child."
"Guy, that money don enter voicemail oh.","uy, that money has entered voicemail."
1. Chinedu too dey waaka,Chinedu walks around too much.
"i dey hungry, I wan go wack","I am hungry, I want to go eat."
I dey show vila,I am displaying the villa.
"If i follow you to yarn wafi eh, u go bow","If I follow you to talk in Warri, you will understand."
1. Kenechi na serious village person oh,Kenechi is a serious village person.
2. Man this babe too dey bring wahala,his lady causes too much trouble.
1. O boy! You wan bring wahala come my domot today o!,h boy! Are you trying to bring trouble to my doorstep today!
To speak 'Wafi' implies speaking a particular Warri version of pidgin english,To speak 'Wafi' implies speaking a particular Warri version of Pidgin English.
nigga your babe don dey chop craze for head o,Your girlfriend is starting to act crazy.
am gonna waka dis school,I am going to walk to this school.
"as i begin dey chop Garri and Ogbono, african wachies, the white men think say i dey comit suicide","As I started eating Garri and Ogbono, African delicacies, the white men thought I was committing suicide."
i go soon waka from here,I will soon leave from here.
if u see how adim just dey wak dat wendy's ehn u go just faint for here,"f you see how Adim is just walking to Wendy's, you will faint right here."
why you dey wakabout town means why are you walking around town aimlessly,hy you dey wakabout town means why are you walking around town aimlessly
"Hey, dis kain pain wey dey pain me, walahi!Comes from Arabic.","ey, this kind of pain that is hurting me, I swear!"
Wangara dey show.I don move ooo!!!,he Wangara is showing. I have moved!!!
Waka waka don get bele. Did means the prostitue is pregnant,The wanderer has gotten pregnant. This means the prostitute is pregnant.
Waka...your mother,o away...your mother
Falilah: me a no like davido new album e no hit,"alilah: I don't like Davido's new album, it didn't hit."
"This guy just came in front of my car like a fool, waka jam him.","his guy suddenly appeared in front of my car like a fool, and I accidentally hit him."
see you o!i wan do am now now,ee you! I want to do it right away.
GF: honey your favorite soup is ready.,"F: Honey, your favorite soup is ready."
"Abeg do quick make we commot for here, hunger dey waya me for hia oh!","Please hurry so we can leave here, I am very hungry!"
O boi look this my watch night. The man dey sleep before me.,"h boy, look at this my watch night. The man was sleeping before me."
"watar don pass gari, i hear sey police de come, I don clear!","The water has exceeded the limit, I heard that the police are coming, I have left!"
Kunle like to de do me wayo,Kunle likes to deceive me.
"Me: seeing a watery bowl of egusi, ""warridis""","e: upon seeing a watery bowl of egusi soup, ""what is this?"""
I like to pack my garri inside water proof,I like to store my garri in a waterproof container.
you they wasapp me,"You are chatting with me on WhatsApp."""
1. 50 naira 100 naira buy your wara,. 50 naira 100 naira buy your wara English: 50 naira or 100 naira can buy your wara (cheese)
1. Johnny come make we wash this your Okada with some cold mineral and chin chin.,"Johnny, come let's wash your motorcycle with some cold soft drink and chin chin."
Abeg commot from here with your waziri nose. Mscheww!,Please leave from here with your long nose. Hiss!
"When Molue go turn Car whey dey go heaven, that dey na agbero them go first enter!","When a Molue bus turns into a car heading to heaven, it is the touts that will be the first to enter!"
"For this Nigeria, no retire, we die here.","n Nigeria, there is no retirement, we will die here."
Shey you go do am wella?,ill you do it well?
I dey enjoy dis food welu welu,I am really enjoying this food.
We go collide later,"""We will meet later."""
wetin be your name?,What is your name?
"For this medical school, we die here.",We are committed to this medical school.
Na me you dey talk to? Waka!,Who are you talking to? Go away!
Omo you don collect the western baba means have you collected the money sent via western union?,Have you collected the money sent via Western Union?
This shirt dey fit me well well. Make I buy am.,his shirt fits me very well. I will buy it.
"e dey been tey procuring weewi,but no get am","It has been a long time trying to get the weewee, but we haven't been successful."
wen i reach there i go call you,"When I get there, I will call you."
Wetin do you last night wey you just dey cry?,What happened to you last night that you were just crying?
by the time i scatter this place u go know say i be better werey,"By the time I cause chaos in this place, you will know that I am a skilled troublemaker."
wetin dey shele for school?,What is happening at school?
"Bros, abeg wetin dey sup?","Brother, please what is happening?"
